id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,kfold,X_Range,Y_Range,Luminosity_Range,Area_Perimeter_Ratio
8541,39,58,1825287,1825355,75,19,14,10500,120,141,1356,0,1,40,0.0556,0.3025,0.5294,0.0125,0.8947,0.5714,0.0,1.8751,1.2305,0.9542,-0.4706,0.0016,0.2699,0,0,1,0,0,0,0,1,19,68,21,2.272727272727273
18681,9,20,111151,111213,163,15,42,20267,93,122,1687,1,0,80,0.0107,0.3487,0.2581,0.0047,0.5333,1.0,1.0,2.2122,0.9031,1.6233,0.7419,-0.2096,0.4913,1,0,0,0,0,0,0,2,11,62,29,2.8596491228070176
12800,1215,1232,177076,177087,111,30,24,13943,118,140,1364,0,1,100,0.1906,0.3905,0.5833,0.0088,0.5,1.0,1.0,2.0453,1.0792,1.3802,0.4167,-0.0049,0.3977,0,0,0,0,0,1,0,4,17,11,22,2.0555555555555554
6186,1081,1092,1036126,1036161,114,22,23,13185,106,134,1353,0,1,40,0.4381,0.4306,0.6364,0.0066,0.3636,0.9565,1.0,2.0569,0.9542,1.3424,0.3636,-0.0828,0.3882,1,0,0,0,0,0,0,2,11,35,28,2.533333333333333
8899,570,578,87916,87927,158,23,21,18711,67,127,1688,1,0,70,0.0047,0.3056,0.5238,0.0091,0.6522,1.0,1.0,2.1987,1.1761,1.3222,0.4762,-0.1943,0.4089,1,0,0,0,0,0,0,4,8,11,60,3.590909090909091
2827,434,446,519677,519708,128,12,14,13696,80,127,1687,0,1,200,0.5691,0.2381,0.8571,0.0071,1.0,1.0,1.0,2.1072,1.0792,1.1461,0.1429,-0.1733,0.2901,0,0,0,0,0,0,0,3,12,31,47,4.923076923076923
12763,1325,1332,1484300,1484326,139,19,26,9559,107,126,1364,0,1,40,0.0325,0.3383,0.2381,0.0051,0.3684,1.0,1.0,2.143,0.8451,1.415,0.7619,-0.0959,0.2739,0,0,0,0,0,0,1,4,7,26,19,3.088888888888889
16619,96,166,1269420,1269438,68,37,11,7281,113,135,1360,0,1,40,0.4898,0.4331,0.4286,0.0183,0.6552,0.4545,0.0,1.8325,1.3979,0.7782,-0.5714,-0.0195,0.417,0,0,1,0,0,0,0,3,70,18,22,1.4166666666666667
13479,37,66,99048,990300,1909,203,195,128770,35,101,1360,0,1,40,0.0559,0.4668,0.1429,0.0235,0.2985,0.9607,1.0,3.2808,1.5051,1.9956,0.8571,-0.3705,1.0,0,0,1,0,0,0,0,1,29,891252,66,4.796482412060302
5876,109,181,419384,419405,383,91,39,47481,112,135,1358,0,1,40,0.2344,0.605,0.5263,0.028,0.5156,0.7179,0.0,2.5855,1.5798,1.5441,-0.4737,-0.0206,0.9549,0,0,0,0,0,0,1,4,72,21,23,2.9461538461538463
13121,804,843,1647908,1647954,115,25,25,13696,94,125,1352,0,1,40,0.8297,0.5556,0.75,0.0184,0.7,0.65,0.0,2.0607,1.3979,1.0792,-0.25,-0.1904,0.2583,0,1,0,0,0,0,0,3,39,46,31,2.3
18617,1361,1379,645933,645992,209,49,39,26865,121,143,1362,0,1,50,0.0206,0.5385,0.9655,0.0171,0.5385,0.6829,0.0,2.3201,1.4624,1.4472,-0.0345,0.0042,0.9676,0,0,0,0,0,0,1,3,18,59,22,2.375
12321,1325,1332,1748216,1748249,137,15,21,1540,105,132,1354,0,1,40,0.0345,0.2,0.2857,0.0044,0.4,1.0,1.0,2.1367,0.7782,1.3222,0.7143,-0.0791,0.3725,0,0,0,0,1,0,0,4,7,33,27,3.8055555555555554
8540,1080,1090,1508691,1508724,6,4,3,718,104,132,1358,0,1,40,0.4686,0.3333,1.0,0.0029,1.0,1.0,0.5,0.7782,0.4771,0.4771,0.0,-0.1215,0.1292,0,0,0,1,0,0,0,0,10,33,28,0.8571428571428571
6068,1420,1433,4022585,4022595,105,23,11,12617,105,127,1650,1,0,69,0.0216,0.4282,0.95,0.0148,0.5454,0.9091,0.0,2.0212,1.301,1.0,-0.05,-0.1078,0.3068,0,0,0,0,0,0,0,2,13,10,22,3.088235294117647
12520,39,222,1316989,1317154,16220,713,433,1877827,128,143,1358,0,1,40,0.0574,0.4924,0.3451,0.1327,0.2539,0.4576,0.0,4.2101,2.2577,1.8325,-0.6549,-0.0681,1.0,0,0,0,0,0,0,1,1,183,165,15,14.153577661431065
3704,1034,1047,3353146,3353173,143,40,20,16076,96,127,1356,1,0,70,0.4599,0.4978,0.8421,0.0132,0.32,0.8,1.0,2.1553,1.2553,1.2787,0.1579,-0.1315,0.4089,0,0,0,0,0,1,0,1,13,27,31,2.3833333333333333
12503,1578,1590,1183612,1183893,612,35,90,626007,79,103,1687,0,1,300,0.1221,0.3387,0.2045,0.0083,0.2571,0.9778,1.0,2.7868,1.1461,1.7853,0.7954,-0.3288,0.9999,0,0,0,0,0,0,1,1,12,281,24,4.896
6106,733,745,1022956,1022976,16,7,6,2076,103,125,1358,0,1,50,0.9795,0.25,0.8571,0.0043,0.8571,1.0,0.0,1.2041,0.7782,0.7782,-0.1429,-0.1228,0.1499,1,0,0,0,0,0,0,1,12,20,22,1.2307692307692308
18771,49,71,28542,28553,101,28,13,11647,104,126,1378,1,0,80,0.0739,0.6054,0.6923,0.0164,0.7647,0.6923,0.0,2.0043,1.3424,1.1139,-0.3077,-0.1162,0.5063,0,0,0,0,0,0,1,3,22,11,22,2.4634146341463414
913,1588,1610,566837,566850,221,18,22,24697,52,125,1687,1,0,70,0.0948,0.3303,0.6818,0.0089,0.8333,1.0,1.0,2.3444,1.1761,1.3424,0.3182,-0.2768,0.5708,0,0,0,0,0,1,0,0,22,13,73,5.525
14504,41,384,1225386,1225405,16220,743,535,1868220,24,143,1402,0,1,40,0.0585,0.7306,0.9551,0.2868,0.4942,0.6314,0.0,4.2101,2.6031,2.2989,-0.0449,0.0343,1.0,0,0,1,0,0,0,0,1,343,19,119,12.69170579029734
3866,95,169,1785901,1785930,1812,150,61,227896,80,141,1358,1,0,70,0.1327,0.6763,0.6,0.0368,0.597,0.3094,0.0,3.2582,1.699,1.8808,-0.4,-0.0263,1.0,0,1,0,0,0,0,0,0,74,29,61,8.587677725118484
240,50,181,3257887,3257901,3661,196,87,380538,43,126,1358,0,1,40,0.0779,0.4088,0.3571,0.0921,0.6762,0.5402,0.0,3.5636,2.1173,1.6721,-0.6429,-0.1872,1.0,0,0,1,0,0,0,0,4,131,14,83,12.936395759717314
16687,1117,1119,1259448,1259470,114,21,25,13429,89,126,1356,1,0,70,0.6647,0.2418,0.3,0.0103,0.5294,1.0,1.0,2.0569,1.1461,1.3979,0.7,-0.1535,0.2998,1,0,0,0,0,0,0,2,2,22,37,2.4782608695652173
17523,5,17,177337,177387,146,18,24,16920,102,127,1358,0,1,200,0.0,0.3641,0.5454,0.0088,0.6667,0.9583,1.0,2.1614,1.0792,1.3617,0.4545,-0.0917,0.4366,0,0,0,0,0,0,1,2,12,50,25,3.4761904761904763
6712,165,176,6791894,6791907,89,13,12,10584,96,127,1364,1,0,70,0.1995,0.3636,0.9167,0.0065,0.8461,1.0,1.0,1.9494,1.0414,1.0792,0.0833,-0.1146,0.2432,0,0,0,0,0,0,0,0,11,13,31,3.56
6677,539,561,1060712,1060732,180,20,16,19537,104,119,1356,1,0,70,0.6637,0.3275,0.5625,0.0118,0.85,0.5625,0.0,2.2553,1.2041,0.9542,-0.4375,-0.1157,0.417,0,0,0,0,0,1,0,3,22,20,15,5.0
17945,41,221,1835934,1836000,6525,344,174,684236,36,124,1358,0,1,40,0.0604,0.3819,0.3427,0.1244,0.3884,0.4269,0.0,3.8122,2.2504,1.8513,-0.6573,-0.1906,1.0,0,0,1,0,0,0,0,2,180,66,88,12.596525096525097
1537,550,558,2039121,2039135,69,17,14,8166,92,124,1356,1,0,70,0.8792,0.2273,0.6429,0.0066,0.6471,1.0,1.0,1.8389,0.9542,1.1461,0.3571,-0.1326,0.2359,0,0,0,0,0,1,0,0,8,14,32,2.225806451612903
17376,1152,1167,1359864,1359742,476,73,61,43968,120,141,1353,0,1,40,0.0,0.5258,0.4,0.0266,0.6604,0.5385,0.0,2.6776,1.5185,1.0792,-0.6,0.0038,0.9172,0,0,0,0,0,1,0,1,15,-122,21,3.5522388059701493
16239,50,62,618132,618148,102,20,30,12571,99,132,1692,1,0,60,0.0736,0.2909,0.3333,0.0059,0.4,1.0,1.0,2.0086,0.9031,1.4771,0.6667,-0.1262,0.3241,0,0,0,0,0,1,0,4,12,16,33,2.04
17236,0,13,3981657,3981677,231,25,25,22254,97,127,1656,1,0,100,0.0,0.3709,0.6522,0.0091,0.48,1.0,1.0,2.3636,1.1847,1.3424,0.3478,-0.1452,0.4963,0,0,0,0,0,1,0,0,13,20,30,4.62
17382,1214,1227,2887095,2887114,146,12,22,19901,112,132,1356,0,1,40,0.2445,0.3182,0.4545,0.0081,0.9167,1.0,1.0,2.1614,1.0414,1.3424,0.5454,-0.0703,0.3663,0,0,1,0,0,0,0,3,13,19,20,4.294117647058823
12214,98,174,2488529,2488541,659,50,60,76380,116,140,1362,0,1,40,0.2278,0.6338,0.8095,0.0243,0.55,0.4667,0.0,2.8488,1.5185,1.1461,-0.1905,-0.0005,0.9979,0,0,1,0,0,0,0,4,76,12,24,5.990909090909091
9414,39,218,1622427,1622697,6450,257,123,669614,42,126,1358,0,1,40,0.0574,0.4574,0.3835,0.1289,0.6693,0.5191,0.0,3.8049,2.243,1.8261,-0.6165,-0.1865,1.0,0,0,1,0,0,0,0,4,179,270,84,16.973684210526315
4518,559,592,1008474,1008502,205,42,28,25181,83,132,1352,1,0,80,0.7456,0.5095,0.8571,0.0234,0.8095,0.9286,1.0,2.3117,1.5911,1.3222,0.1429,-0.1409,0.8299,0,0,0,0,0,1,0,4,33,28,49,2.9285714285714284
17784,39,188,7765518,7765576,6310,239,113,645839,39,127,1360,0,1,40,0.0574,0.4206,0.3785,0.1303,0.6195,0.5385,0.0,3.803,2.248,1.7924,-0.6215,-0.1861,1.0,0,0,1,0,0,0,0,4,149,58,88,17.926136363636363
1172,13,21,2014358,2014368,53,9,10,5546,90,140,1356,1,0,70,0.0207,0.4375,0.8,0.0059,0.8889,1.0,1.0,1.7243,0.9031,1.0,0.2,-0.1215,0.1852,0,0,0,0,0,0,1,4,8,10,50,2.789473684210526
16683,1550,1576,1248676,1248040,1283,123,87,1439221,36,124,1696,0,1,60,0.1007,0.4139,0.1358,0.0189,0.2283,0.9776,1.0,3.1082,1.5051,1.9395,0.8642,-0.2248,1.0,1,0,0,0,0,0,0,3,26,-636,88,6.109523809523809
8873,1164,1170,6571361,6571376,18,6,4,2280,112,140,1358,0,1,50,0.8903,0.6756,0.75,0.0044,1.0,0.75,0.0,1.2553,0.7782,0.4771,-0.25,-0.0137,0.1262,0,0,0,0,0,0,0,3,6,15,28,1.8
9613,1257,1275,6245624,6245776,121,40,17,16571,118,135,1360,0,1,40,0.1211,0.5218,0.5789,0.0169,0.5,0.8824,0.0,2.0828,1.3617,1.1461,-0.4211,-0.0402,0.3494,0,0,0,0,0,1,0,0,18,152,17,2.1228070175438596
12005,1190,1205,119026,119036,88,16,14,10868,128,180,1360,0,1,40,0.2448,0.3131,0.2286,0.0059,0.375,1.0,1.0,1.9445,0.9031,1.1461,0.7714,0.0367,0.2173,0,0,0,0,0,0,0,0,15,10,52,2.933333333333333
14865,1255,1261,5521699,5521708,71,23,10,8709,120,142,1650,1,0,70,0.738,0.3434,0.9091,0.0096,0.7083,0.9091,0.0,1.8513,1.1139,1.0,-0.0909,0.0013,0.215,0,0,0,0,0,0,1,0,6,9,22,2.1515151515151514
13201,41,207,611792,611732,5941,207,117,618605,38,126,1358,0,1,40,0.0604,0.3191,0.414,0.1148,0.7295,0.5285,0.0,3.7739,2.2068,1.8129,-0.586,-0.1925,1.0,0,0,1,0,0,0,0,1,166,-60,88,18.33641975308642
8225,39,191,1592233,1592247,13612,631,384,1577022,33,141,1400,0,1,40,0.0557,0.4573,0.9483,0.1086,0.2597,0.4363,1.0,4.1336,2.1818,2.2253,0.0517,-0.0945,1.0,0,0,1,0,0,0,0,4,152,14,108,13.410837438423645
18978,1237,1246,9737743,9737771,206,25,29,23706,111,126,1354,0,1,70,0.1703,0.5185,0.5,0.0111,0.56,0.9655,1.0,2.3139,1.1761,1.4472,0.5,-0.0869,0.8488,0,1,0,0,0,0,0,3,9,28,15,3.814814814814815
4705,799,806,1759941,1759951,62,13,25,7451,111,134,1360,0,1,40,0.7434,0.5257,0.28,0.0052,0.5385,1.0,1.0,1.7924,0.8451,1.3979,0.72,-0.0709,0.2998,0,0,0,0,1,0,0,4,7,10,23,1.631578947368421
12205,1674,1684,3096621,3096632,74,13,15,6761,77,109,1692,1,0,70,0.0279,0.4667,0.5333,0.0047,0.6154,1.0,1.0,1.8692,0.9031,1.1761,0.4667,-0.2788,0.2105,0,0,0,0,0,0,1,1,10,11,32,2.642857142857143
13,974,985,1211728,1211795,81,14,13,9137,148,182,1387,0,1,40,0.8659,0.2727,0.6923,0.0066,0.6429,0.9231,1.0,1.9085,0.9542,1.1139,0.3077,0.3146,0.2253,0,0,0,0,0,0,1,4,11,67,34,3.0
2179,576,586,484193,484208,96,12,18,9778,84,126,1688,1,0,60,0.6839,0.2431,0.4444,0.0047,0.6667,1.0,1.0,1.9823,0.9031,1.2553,0.5556,-0.2189,0.2583,0,0,0,0,0,1,0,0,10,15,42,3.2
12008,39,191,1678200,1678232,10880,616,372,1245114,31,141,1400,0,1,40,0.0557,0.5876,0.8824,0.1099,0.2459,0.4108,1.0,4.0354,2.1732,2.2175,0.1177,-0.0989,1.0,0,0,1,0,0,0,0,3,152,32,110,11.012145748987853
5073,41,173,2638000,2638062,5544,210,181,598862,43,135,1400,0,1,40,0.0557,0.4182,0.5313,0.0966,0.5743,0.5401,0.0,3.7438,2.1239,1.8062,-0.4688,-0.1609,1.0,0,0,0,0,0,0,1,3,132,62,92,14.179028132992327
3665,9,18,2824729,2824741,155,15,13,16771,111,141,1358,0,1,40,0.0218,0.2198,0.8461,0.0077,0.8667,1.0,1.0,2.1903,1.1139,1.1139,0.1539,-0.079,0.257,0,0,0,0,0,1,0,3,9,12,30,5.535714285714286
17809,1073,1089,498190,498252,231,32,37,25181,101,134,1373,0,1,40,0.5839,0.5617,0.6667,0.0169,0.6124,0.8222,0.0,2.3636,1.3617,1.5315,-0.3333,-0.0881,0.7079,0,0,0,0,0,0,0,1,16,62,33,3.347826086956522
4796,2,17,707122,702267,1014,73,125,101435,99,132,1648,1,0,60,0.0782,0.3492,0.8571,0.0071,0.1667,1.0,1.0,3.0015,1.0792,2.0934,0.1429,-0.0917,1.0,0,0,0,0,0,1,0,3,15,-4855,33,5.121212121212121
5869,1677,1686,1752541,1752560,92,13,11,4216,40,86,1692,1,0,70,0.0071,0.3333,0.8182,0.0053,0.6923,1.0,1.0,1.9638,0.9542,1.0414,0.1818,-0.5455,0.2051,1,0,0,0,0,0,0,3,9,19,46,3.8333333333333335
3420,539,547,944704,944805,57,15,10,6684,111,165,1353,1,0,100,0.2638,0.3679,0.9,0.003,0.6667,1.0,0.0,1.7559,1.0,1.0,-0.1,0.0261,0.1954,0,0,0,0,0,1,0,4,8,101,54,2.28
12237,1159,1169,48398,48463,184,27,27,18986,91,124,1650,1,0,60,0.3352,0.3636,0.5454,0.0088,0.4348,1.0,1.0,2.2648,1.0792,1.4472,0.4545,-0.1765,0.4366,0,0,0,0,0,1,0,1,10,65,33,3.4074074074074074
5475,1357,1373,310567,310597,190,11,14,21326,95,124,1373,0,1,40,0.3965,0.2525,0.8571,0.0081,0.8182,1.0,1.0,2.2718,1.0414,1.1461,0.1429,-0.1721,0.2901,0,0,0,0,0,0,1,1,16,30,29,7.6
10552,476,493,753061,753089,1182,94,96,1273434,75,127,1354,0,1,70,0.8473,0.4394,0.2933,0.0161,0.2991,0.9905,1.0,3.0704,1.3424,1.9868,0.7067,-0.1856,1.0,0,1,0,0,0,0,0,1,17,28,52,6.221052631578948
7025,41,212,1740121,1740188,6644,276,143,690169,43,124,1356,0,1,40,0.0605,0.4294,0.4286,0.1289,0.6996,0.4548,0.0,3.7911,2.243,1.7404,-0.5714,-0.1889,1.0,0,0,1,0,0,0,0,2,171,67,81,15.856801909307876
3232,1567,1570,455871,455881,52,10,9,5791,91,111,1652,1,0,100,0.0747,0.2222,0.75,0.0036,0.4,1.0,1.0,1.716,0.7782,0.9542,0.25,-0.1706,0.1773,0,0,0,0,0,0,1,2,3,10,20,2.736842105263158
14799,1441,1461,1025376,1025473,82,24,17,8535,91,116,1710,1,0,100,0.1414,0.3418,1.0,0.0083,0.5833,0.7647,0.5,1.9138,1.1461,1.1139,0.0,-0.2095,0.2914,0,0,0,0,0,0,1,2,20,97,25,2.0
14978,39,182,1672082,1672228,12718,614,359,1459713,31,140,1400,0,1,40,0.0557,0.5883,0.9197,0.1059,0.219,0.4108,1.0,4.1084,2.1584,2.1732,0.0803,-0.1034,1.0,0,0,1,0,0,0,0,3,143,146,109,13.070914696813977
15305,31,50,1148345,1148364,255,30,39,28268,82,133,1354,1,0,70,0.0458,0.4133,0.4516,0.0111,0.5,0.9302,1.0,2.4065,1.1761,1.4914,0.5484,-0.1811,0.7659,0,0,0,0,0,0,1,1,19,19,51,3.6956521739130435
18687,861,873,718425,718602,110,13,22,14538,112,133,1374,0,1,40,0.8792,0.4167,0.3846,0.0071,0.6154,1.0,1.0,2.0414,1.0792,1.3424,0.6154,-0.0552,0.4366,0,0,0,0,0,0,1,4,12,177,21,3.142857142857143
9786,1196,1205,2519944,2519955,137,15,12,18013,116,140,1360,0,1,50,0.2127,0.2159,0.7727,0.0088,0.8,0.9167,0.0,2.1367,1.0792,1.0414,-0.2273,0.0026,0.3329,0,0,0,1,0,0,0,4,9,11,24,5.074074074074074
11357,1194,1219,149538,149552,576,79,39,67597,115,135,1358,0,1,40,0.1475,0.4816,0.5185,0.0206,0.5323,0.5385,0.0,2.7604,1.4472,1.1461,-0.4815,-0.034,0.9513,0,0,1,0,0,0,0,1,25,14,20,4.88135593220339
4635,41,210,1555596,1555663,945,188,107,110127,23,141,1400,0,1,40,0.0586,0.5916,0.9863,0.0187,0.1435,0.9889,1.0,2.9773,1.415,2.0492,0.0113,-0.0862,1.0,0,0,1,0,0,0,0,4,169,67,118,3.2033898305084745
9365,81,90,3402848,3402864,86,16,10,7193,73,109,1688,1,0,60,0.065,0.4273,0.9091,0.0073,0.625,1.0,0.0,1.9345,1.0,1.0,-0.0909,-0.2913,0.2173,0,0,0,0,0,1,0,4,9,16,36,3.3076923076923075
13129,1321,1332,813452,813500,134,20,23,12808,67,133,1358,0,1,40,0.8203,0.3852,0.3448,0.0065,0.45,1.0,1.0,2.1239,0.9542,1.3617,0.6552,-0.2279,0.4465,1,0,0,0,0,0,0,1,11,48,66,3.116279069767442
3506,1257,1270,1025376,1025473,264,13,28,28320,109,127,1353,0,1,40,0.1456,0.5,0.5,0.0052,0.5385,1.0,1.0,2.4216,0.8451,1.4472,0.5,-0.0965,0.6453,0,0,0,0,0,0,1,4,13,97,18,6.439024390243903
13147,1643,1656,2240686,2240690,99,20,15,5702,49,86,1692,1,0,300,0.0,0.3905,0.9333,0.0089,0.7,0.9333,0.0,1.9956,1.1761,1.1461,-0.0667,-0.4422,0.3509,0,0,0,0,0,0,1,0,13,4,37,2.8285714285714287
9056,520,546,817076,817090,578,55,90,58906,70,103,1392,0,1,220,0.7217,0.4486,0.1333,0.0111,0.2,0.9778,1.0,2.7619,1.1761,1.9395,0.8667,-0.2991,0.9997,0,0,0,0,0,0,1,1,26,14,33,3.986206896551724
6183,853,887,1786108,1786124,253,28,26,23642,77,103,1353,1,0,290,0.7446,0.4422,0.3636,0.0154,0.6944,0.8372,1.0,2.4048,1.3222,1.415,0.6364,-0.3286,0.8749,0,0,0,0,0,0,1,1,34,16,26,4.685185185185185
6709,464,474,1137747,1137757,58,13,10,6884,105,125,1690,1,0,60,0.6032,0.3,0.7,0.0081,0.9231,1.0,1.0,1.7634,1.0414,1.0,0.3,-0.1241,0.1852,0,0,0,0,0,1,0,2,10,10,20,2.5217391304347827
17691,1196,1201,1733458,1733471,74,16,21,7164,118,135,1358,0,1,40,0.215,0.3287,0.4286,0.0044,0.375,1.0,1.0,1.8692,0.7782,1.3222,0.5714,0.0041,0.2195,0,0,0,0,0,1,0,3,5,13,17,2.0
2606,39,216,1437715,1437882,6137,302,138,688430,49,124,1358,0,1,40,0.0575,0.4314,0.3543,0.1303,0.5965,0.4503,0.0,3.7977,2.248,1.8261,-0.6457,-0.1907,1.0,0,0,1,0,0,0,0,3,177,167,75,13.947727272727272
14445,41,216,1715280,1715348,6596,328,153,685447,44,125,1358,0,1,40,0.0604,0.4306,0.3886,0.1289,0.5396,0.4,0.0,3.8193,2.243,1.8325,-0.6114,-0.1881,1.0,0,0,1,0,0,0,0,1,175,68,81,13.713097713097714
13550,1329,1334,2637324,2637334,74,10,19,8355,29,84,1354,0,1,40,0.0325,0.3021,0.3333,0.0036,0.6,0.9474,1.0,1.8692,0.7782,1.2553,0.6667,-0.5291,0.215,1,0,0,0,0,0,0,1,5,10,55,2.5517241379310347
6899,621,632,205684,205730,326,35,46,27135,84,127,1364,0,1,100,0.9106,0.3421,0.1936,0.0081,0.2895,0.913,1.0,2.5132,1.0414,1.6628,0.8065,-0.1986,0.7512,0,0,0,0,0,0,0,4,11,46,43,4.0246913580246915
8129,669,692,438867,438919,350,42,35,46972,119,141,1360,0,1,40,0.7515,0.4515,0.2895,0.0288,0.8667,0.3514,0.0,2.5441,1.5911,1.1139,-0.7105,-0.0022,0.976,0,0,0,0,0,1,0,1,23,52,22,4.545454545454546
9707,1151,1163,1975680,1975691,119,15,12,12792,85,140,1696,1,0,80,0.3314,0.2955,0.9167,0.0071,0.8,1.0,1.0,2.0756,1.0792,1.0792,0.0833,-0.1127,0.2432,0,0,0,0,0,0,1,0,12,11,55,4.407407407407407
7700,1035,1056,1045464,1045656,208,31,12,61890,93,118,1692,1,0,60,0.4144,0.4352,0.5556,0.022,0.9688,1.0,0.0,2.3181,1.4771,1.0792,-0.4444,-0.2099,0.5789,0,0,0,0,0,0,1,2,21,192,25,4.837209302325581
17088,88,120,19000,19123,42,29,7,6697,118,143,1688,1,0,100,0.1299,0.4159,0.0714,0.0207,1.0,0.4286,0.0,1.6233,1.4472,0.4771,-0.9286,0.0021,0.1852,0,0,0,1,0,0,0,2,32,123,25,1.1666666666666667
8183,38,49,11569824,11569844,59,10,12,7182,115,132,1358,1,0,70,0.8127,0.4219,0.6667,0.0059,0.8,1.0,1.0,1.7708,0.9031,1.0792,0.3333,-0.0085,0.2018,0,1,0,0,0,0,0,4,11,20,17,2.6818181818181817
14115,1219,1231,173199,173219,949,57,76,101435,48,126,1362,0,1,40,0.0604,0.3987,0.2105,0.011,0.3105,0.9861,1.0,2.9773,1.1761,1.8389,0.7895,-0.2496,0.9998,0,0,0,0,0,1,0,4,12,20,78,7.135338345864661
11409,1161,1170,2310852,2310855,69,13,10,7193,91,125,1354,1,0,70,0.2661,0.3125,0.9,0.0081,0.8461,1.0,0.0,1.8389,1.0414,1.0,-0.1,-0.1851,0.1954,0,0,0,0,0,0,1,2,9,3,34,3.0
16719,787,798,1211728,1211795,143,18,17,16678,99,126,1696,0,1,60,0.8135,0.3155,0.2105,0.0083,0.7778,0.7647,0.0,2.1553,1.1461,1.1139,-0.7895,-0.1285,0.3819,0,0,0,0,0,0,1,1,11,67,27,4.085714285714285
14183,1146,1223,830512,830692,2148,251,427,266914,92,143,1366,0,1,40,0.2094,0.4915,0.0569,0.0564,0.2984,0.6602,1.0,3.3345,1.8865,2.2672,0.9431,-0.1132,1.0,0,0,0,0,0,0,1,2,77,180,51,3.168141592920354
8109,5,17,1752541,1752560,127,12,18,10784,71,108,1687,1,0,80,0.0047,0.2431,0.4444,0.0059,0.8333,1.0,1.0,2.1038,1.0,1.2553,0.5556,-0.3663,0.2583,0,0,0,0,0,0,0,4,12,19,37,4.233333333333333
6883,1259,1271,2921961,2921970,289,35,31,32153,88,126,1373,0,1,40,0.1336,0.3254,0.5961,0.0096,0.6286,1.0,1.0,2.4609,1.1139,1.4914,0.4038,-0.1694,0.8153,0,0,0,0,0,1,0,0,12,9,38,4.378787878787879
10507,1175,1208,618132,618148,204,60,35,26255,95,124,1360,0,1,175,0.2183,0.5855,0.3333,0.0243,0.55,0.4524,0.0,2.3096,1.5185,1.2553,-0.6667,-0.2192,0.8705,0,0,0,0,0,0,1,2,33,16,29,2.1473684210526316
14926,1147,1162,652992,653004,68,22,8,7312,125,143,1372,0,1,40,0.2227,0.5029,0.6667,0.0104,0.9076,0.75,0.0,1.8325,1.1461,0.7782,-0.3333,0.0005,0.2288,0,0,0,0,0,0,1,3,15,12,18,2.2666666666666666
4410,64,98,908650,908829,1685,206,168,197365,96,135,1687,0,1,200,0.0941,0.614,0.2528,0.0186,0.1624,0.4897,1.0,3.2266,1.4914,1.8513,0.7473,-0.1125,1.0,0,0,0,0,0,0,1,1,34,179,39,4.505347593582887
6491,1273,1281,909876,909953,621,39,62,65282,90,127,1360,0,1,175,0.1534,0.6458,0.1429,0.0053,0.2105,1.0,1.0,2.8176,0.9542,1.7924,0.8571,-0.1853,0.9991,1,0,0,0,0,0,0,0,8,77,37,6.148514851485149
5651,517,528,260124,260136,136,9,17,16987,105,127,1353,0,1,40,0.4106,0.3426,0.8095,0.0055,0.7895,1.0,1.0,2.1367,0.9542,1.2305,0.1905,-0.079,0.2901,0,0,0,0,0,1,0,4,11,12,22,5.230769230769231
464,103,116,161008,161069,114,50,22,11475,114,143,1356,1,0,70,0.1708,0.4932,0.9565,0.0147,0.58,0.9615,0.0,2.0569,1.301,1.301,-0.0435,-0.0205,0.4366,0,0,0,0,0,0,1,1,13,61,29,1.5833333333333333
18645,833,856,4758137,4758179,836,53,56,101435,115,135,1360,0,1,40,0.7694,0.4975,0.5172,0.0222,0.5946,0.75,1.0,2.9405,1.4771,1.5315,0.4828,-0.0224,0.9998,0,0,0,0,1,0,0,1,23,42,20,7.669724770642202
11632,1123,1133,1036126,1036161,68,18,7,4706,55,108,1690,1,0,80,0.2389,0.5185,0.4091,0.0125,0.9444,0.4286,0.0,1.8325,1.2305,0.699,-0.5909,-0.3703,0.204,0,0,0,0,0,0,1,0,10,35,53,2.72
10178,1175,1208,712491,712437,80,44,8,10361,111,143,1356,1,0,69,0.2054,0.416,0.1439,0.0402,1.0,0.3636,0.0,1.9031,1.8325,0.6021,-0.8561,-0.0034,0.2348,0,0,0,0,0,0,1,0,33,-54,32,1.5384615384615385
2603,794,825,5169308,5169335,935,75,127,118187,86,135,1362,0,1,100,0.8566,0.4155,0.0842,0.0083,0.3174,1.0,1.0,2.9978,1.0414,2.1072,0.9158,-0.1494,0.9999,0,0,0,0,0,0,1,2,31,27,49,4.628712871287129
2933,1673,1687,167280,167335,143,33,22,15951,79,101,1360,0,1,40,0.0236,0.5357,0.6,0.0142,0.7083,0.7273,0.0,2.1553,1.3802,1.301,-0.4,-0.3061,0.5296,0,0,0,0,0,1,0,3,14,55,22,2.6
